Member_number,Date,itemDescription,itemAisle
4130,03-04-2014,soft cheese,Dairy
1018,27-05-2014,cake bar,Dessert
3027,29-04-2014,frozen vegetables,Frozen Foods
3959,21-05-2014,instant coffee,Beverages
4453,12-01-2014,oil,Condiments and Spices
3427,05-11-2014,specialty chocolate,Dessert
4733,21-08-2014,curd cheese,Dairy
3599,23-12-2014,cleaner,Cleaning Items
1190,25-11-2014,meat spreads,Deli
2298,17-12-2014,napkins,Household Goods
2177,10-02-2014,domestic eggs,Dairy
1779,06-07-2014,rolls/buns,Bakery
3721,08-02-2014,brown bread,Bakery
2256,24-11-2014,butter,Dairy
4671,16-07-2014,whole milk,Dairy
4299,26-02-2014,cake bar,Dessert
4679,03-08-2014,pudding powder,Baking
2872,08-04-2014,domestic eggs,Dairy
3517,27-11-2014,brown bread,Bakery
3194,26-10-2014,soda,Beverages
2860,07-08-2014,chocolate,Dessert
1296,14-12-2014,bottled beer,Alcohol
3041,07-04-2014,whipped/sour cream,Dairy
2690,01-02-2014,grapes,Produce
4531,17-12-2014,flour,Baking
1407,15-07-2014,pasta,Dry and Canned Foods
2271,16-07-2014,coffee,Beverages
4213,11-06-2014,rolls/buns,Bakery
2743,08-09-2014,shopping bags,Household Goods
4879,05-01-2014,fruit/vegetable juice,Produce
3425,01-05-2014,soda,Beverages
3175,18-11-2014,processed cheese,Dairy
1868,25-02-2014,newspapers,Household Goods
3669,14-10-2014,bottled water,Beverages
4623,07-05-2014,salty snack,Snacks
3232,07-01-2014,soda,Beverages
1499,22-02-2014,soda,Beverages
3502,19-05-2014,fruit/vegetable juice,Produce
2785,30-12-2014,chocolate,Dessert
4762,02-07-2014,misc. beverages,Beverages
1605,17-08-2014,rolls/buns,Bakery
4786,30-11-2014,dish cleaner,Cleaning Items
3786,22-10-2014,bottled water,Beverages
4831,16-08-2014,bottled beer,Alcohol
4620,23-06-2014,bottled beer,Alcohol
1316,31-05-2014,curd,Dairy
1116,03-06-2014,napkins,Household Goods
2746,20-05-2014,pickled vegetables,Dry and Canned Foods
3258,04-10-2014,specialty cheese,Dairy
1193,16-02-2014,shopping bags,Household Goods
2602,18-04-2014,cream cheese ,Dairy
1098,19-07-2014,candy,Dessert
4733,11-09-2014,shopping bags,Household Goods
3920,23-02-2014,brown bread,Bakery
3255,23-01-2014,semi-finished bread,Bakery
2713,21-05-2014,canned beer,Alcohol
4068,29-06-2014,canned beer,Alcohol
2369,01-07-2014,soda,Beverages
1547,03-09-2014,long life bakery product,Bakery
3183,24-09-2014,brown bread,Bakery
3484,07-04-2014,frozen meals,Frozen Foods
3226,22-07-2014,chocolate,Dessert
4437,12-03-2014,oil,Condiments and Spices
1908,06-12-2014,mustard,Condiments and Spices
3678,23-01-2014,specialty bar,Snacks
2076,09-06-2014,rolls/buns,Bakery
2175,26-12-2014,shopping bags,Household Goods
4582,23-04-2014,cat food,Pets
1852,09-08-2014,shopping bags,Household Goods
2148,25-01-2014,cream cheese ,Dairy
3898,25-08-2014,newspapers,Household Goods
4009,19-02-2014,cream cheese ,Dairy
1527,15-04-2014,soda,Beverages
4269,30-12-2014,curd cheese,Dairy
1998,14-06-2014,sauces,Condiments and Spices
1230,17-12-2014,canned beer,Alcohol
2142,25-10-2014,frozen vegetables,Frozen Foods
2897,11-07-2014,curd,Dairy
3288,20-04-2014,frozen chicken,Frozen Foods
2155,06-03-2014,soda,Beverages
2049,09-02-2014,dessert,Dessert
4663,18-04-2014,whole milk,Dairy
3521,10-10-2014,rolls/buns,Bakery
4407,06-06-2014,liquor (appetizer),Alcohol
3526,18-05-2014,specialty cheese,Dairy
3005,18-04-2014,coffee,Beverages
3083,29-03-2014,whole milk,Dairy
4046,29-12-2014,semi-finished bread,Bakery
2332,18-07-2014,flower (seeds),Household Goods
4376,08-01-2014,cereals,Dry and Canned Foods
2578,30-01-2014,whole milk,Dairy
4089,15-03-2014,hamburger meat,Fresh meat
4674,18-02-2014,other vegetables,Produce
3639,01-05-2014,flower (seeds),Household Goods
4160,09-05-2014,soda,Beverages
2766,12-01-2014,long life bakery product,Bakery
1754,06-07-2014,bottled water,Beverages
3550,12-06-2014,yogurt,Dairy
1736,30-09-2014,root vegetables,Produce
1315,12-11-2014,hygiene articles,Personal Care
3633,10-12-2014,oil,Condiments and Spices
3425,15-12-2014,rolls/buns,Bakery
2697,07-07-2014,soft cheese,Dairy
3659,11-12-2014,canned beer,Alcohol
1466,16-05-2014,beverages,Beverages
4440,02-12-2014,newspapers,Household Goods
1280,17-04-2014,ice cream,Frozen Dessert
4375,30-10-2014,frozen fish,Frozen Foods
3208,12-10-2014,newspapers,Household Goods
4305,09-02-2014,flower (seeds),Household Goods
2525,03-04-2014,chocolate,Dessert
1498,23-08-2014,rolls/buns,Bakery
4108,27-08-2014,domestic eggs,Dairy
3249,04-02-2014,beverages,Beverages
2131,07-11-2014,other vegetables,Produce
4886,21-08-2014,coffee,Beverages
1023,22-05-2014,curd,Dairy
2875,30-04-2014,herbs,Produce
3407,16-12-2014,cling film/bags,Household Goods
1632,29-05-2014,newspapers,Household Goods
2668,12-01-2014,other vegetables,Produce
3745,25-05-2014,bottled water,Beverages
1712,04-12-2014,rice,Dry and Canned Foods
4009,21-12-2014,soda,Beverages
4522,10-04-2014,other vegetables,Produce
4852,24-01-2014,waffles,Frozen Foods
3862,26-12-2014,salty snack,Snacks
3538,28-11-2014,pet care,Pets
3821,14-12-2014,whipped/sour cream,Dairy
1889,20-06-2014,rolls/buns,Bakery
3963,06-01-2014,domestic eggs,Dairy
1478,07-07-2014,pastry,Bakery
2788,17-04-2014,pickled vegetables,Dry and Canned Foods
3822,23-12-2014,fruit/vegetable juice,Produce
1728,18-10-2014,processed cheese,Dairy
3016,23-05-2014,pastry,Bakery
2018,13-04-2014,bottled beer,Alcohol
3139,23-01-2014,rum,Alcohol
2823,08-07-2014,napkins,Household Goods
1820,23-01-2014,butter milk,Dairy
1596,09-10-2014,other vegetables,Produce
3333,05-12-2014,other vegetables,Produce
2408,08-02-2014,shopping bags,Household Goods
1303,27-09-2014,detergent,Cleaning Items
2835,08-11-2014,rolls/buns,Bakery
1921,17-08-2014,hygiene articles,Personal Care
3313,23-11-2014,white bread,Bakery
2772,04-04-2014,shopping bags,Household Goods
1929,02-03-2014,newspapers,Household Goods
3066,17-10-2014,long life bakery product,Bakery
4176,25-09-2014,shopping bags,Household Goods
1544,18-03-2014,cat food,Pets
3479,06-07-2014,long life bakery product,Bakery
2321,02-06-2014,chocolate,Dessert
2076,14-01-2014,salty snack,Snacks
3761,25-12-2014,long life bakery product,Bakery
2229,10-07-2014,rolls/buns,Bakery
3612,03-12-2014,shopping bags,Household Goods
4842,25-03-2014,UHT-milk,Dairy
2725,01-05-2014,baking powder,Baking
1917,26-01-2014,curd cheese,Dairy
2276,29-11-2014,yogurt,Dairy
3964,30-01-2014,pastry,Bakery
4469,13-09-2014,curd,Dairy
1307,29-08-2014,sugar,Baking
3343,02-11-2014,hygiene articles,Personal Care
1903,15-08-2014,dish cleaner,Cleaning Items
3354,12-11-2014,beverages,Beverages
2580,04-03-2014,salad dressing,Dry and Canned Foods
2685,02-11-2014,whole milk,Dairy
1761,18-10-2014,hygiene articles,Personal Care
3475,09-01-2014,canned fish,Dry and Canned Foods
2758,12-07-2014,cream cheese ,Dairy
1450,12-08-2014,misc. beverages,Beverages
2832,07-07-2014,newspapers,Household Goods
2709,18-05-2014,bottled water,Beverages
1820,01-11-2014,butter milk,Dairy
2186,19-06-2014,whole milk,Dairy
2341,23-03-2014,toilet cleaner,Cleaning Items
3386,05-10-2014,soda,Beverages
2160,11-07-2014,white bread,Bakery
2754,20-11-2014,margarine,Dairy
3280,06-07-2014,soda,Beverages
2578,11-07-2014,shopping bags,Household Goods
1822,03-04-2014,bottled beer,Alcohol
3644,16-04-2014,photo/film,Household Goods
4144,01-08-2014,bottled beer,Alcohol
4464,23-01-2014,coffee,Beverages
1530,10-11-2014,condensed milk,Baking
2730,17-03-2014,salty snack,Snacks
4983,14-07-2014,shopping bags,Household Goods
2847,13-06-2014,yogurt,Dairy
4941,13-08-2014,butter milk,Dairy
3842,03-03-2014,pastry,Bakery
3005,26-07-2014,frozen meals,Frozen Foods
2218,25-12-2014,brown bread,Bakery
1797,14-11-2014,sliced cheese,Dairy
1870,17-06-2014,rolls/buns,Bakery
2107,24-02-2014,salty snack,Snacks
1211,11-09-2014,margarine,Dairy
3397,10-07-2014,white bread,Bakery
4260,01-01-2014,brown bread,Bakery
4416,30-07-2014,newspapers,Household Goods
4094,22-01-2014,margarine,Dairy
2813,20-12-2014,yogurt,Dairy
2001,14-11-2014,napkins,Household Goods
3631,09-12-2014,frozen vegetables,Frozen Foods
4922,21-04-2014,liquor (appetizer),Alcohol
1102,14-02-2014,frozen vegetables,Frozen Foods
4274,24-02-2014,rolls/buns,Bakery
1022,25-03-2014,whipped/sour cream,Dairy
4433,16-02-2014,grapes,Produce
4567,31-05-2014,coffee,Beverages
3793,26-05-2014,soda,Beverages
4448,06-11-2014,curd,Dairy
3491,19-06-2014,cat food,Pets
1684,17-02-2014,curd,Dairy
3250,19-10-2014,root vegetables,Produce
3306,02-05-2014,dog food,Pets
3923,19-12-2014,bottled water,Beverages
1099,18-07-2014,brown bread,Bakery
1005,01-09-2014,rolls/buns,Bakery
2593,13-04-2014,shopping bags,Household Goods
1657,03-04-2014,rolls/buns,Bakery
4059,13-06-2014,bottled water,Beverages
2094,03-02-2014,whole milk,Dairy
1124,23-08-2014,soda,Beverages
2967,23-01-2014,flower (seeds),Household Goods
4685,16-07-2014,hygiene articles,Personal Care
3254,03-02-2014,other vegetables,Produce
2151,15-08-2014,pip fruit,Produce
2950,17-10-2014,margarine,Dairy
2497,08-06-2014,whole milk,Dairy
3034,14-12-2014,soap,Personal Care
1269,14-04-2014,seasonal products,Household Goods
3127,12-03-2014,bottled water,Beverages
3614,01-06-2014,frozen meals,Frozen Foods
1233,28-08-2014,rolls/buns,Bakery
3063,13-12-2014,flour,Baking
3410,22-02-2014,pastry,Bakery
2070,20-12-2014,frozen dessert,Frozen Dessert
1975,01-09-2014,soups,Dry and Canned Foods
3912,12-08-2014,cream cheese ,Dairy
1544,24-04-2014,brown bread,Bakery
1508,28-09-2014,yogurt,Dairy
3342,09-06-2014,brandy,Alcohol
2964,22-09-2014,UHT-milk,Dairy
1752,23-11-2014,cake bar,Dessert
4908,05-08-2014,flour,Baking
2559,31-07-2014,napkins,Household Goods
3926,02-10-2014,cat food,Pets
2975,27-03-2014,flower (seeds),Household Goods
3443,26-09-2014,domestic eggs,Dairy
4712,09-07-2014,newspapers,Household Goods
2041,05-09-2014,long life bakery product,Bakery
4718,03-08-2014,hygiene articles,Personal Care
3584,18-11-2014,soda,Beverages
4691,05-08-2014,specialty chocolate,Dessert
4226,09-08-2014,specialty bar,Snacks
3221,30-01-2014,chocolate,Dessert
3874,19-07-2014,fruit/vegetable juice,Produce
1866,02-09-2014,specialty chocolate,Dessert
3139,26-06-2014,misc. beverages,Beverages
4131,07-02-2014,rolls/buns,Bakery
2961,31-07-2014,canned fruit,Dry and Canned Foods
3651,09-09-2014,brown bread,Bakery
4137,25-06-2014,domestic eggs,Dairy
4997,01-05-2014,canned beer,Alcohol
3348,30-03-2014,frozen vegetables,Frozen Foods
4700,19-10-2014,baking powder,Baking
3190,26-08-2014,kitchen towels,Household Goods
4772,06-02-2014,sauces,Condiments and Spices
2070,29-03-2014,candy,Dessert
2512,19-12-2014,shopping bags,Household Goods
3783,11-07-2014,canned beer,Alcohol
3681,06-09-2014,frozen vegetables,Frozen Foods
1620,27-02-2014,sparkling wine,Alcohol
1580,19-05-2014,chewing gum,Snacks
4268,07-12-2014,margarine,Dairy
1770,07-01-2014,mayonnaise,Condiments and Spices
1077,17-07-2014,pasta,Dry and Canned Foods
2310,22-04-2014,yogurt,Dairy
1879,11-08-2014,rolls/buns,Bakery
2293,30-07-2014,bottled water,Beverages
3324,05-07-2014,other vegetables,Produce
2149,16-08-2014,sugar,Baking
4380,08-12-2014,red/blush wine,Alcohol
3268,23-01-2014,white bread,Bakery
2562,13-07-2014,meat spreads,Deli
4092,19-06-2014,root vegetables,Produce
1486,12-02-2014,candles,Household Goods
2538,15-10-2014,pastry,Bakery
1254,03-03-2014,napkins,Household Goods
2716,06-09-2014,soda,Beverages
4101,27-11-2014,brown bread,Bakery
4259,20-12-2014,domestic eggs,Dairy
2252,08-08-2014,domestic eggs,Dairy
4705,18-02-2014,mayonnaise,Condiments and Spices
3882,15-08-2014,butter milk,Dairy
1919,12-06-2014,white wine,Alcohol
3915,08-09-2014,bathroom cleaner,Cleaning Items
1115,31-07-2014,root vegetables,Produce
1260,10-04-2014,shopping bags,Household Goods
3107,13-12-2014,chocolate,Dessert
4196,02-03-2014,flower (seeds),Household Goods
3303,01-10-2014,dishes,Household Goods
1575,20-09-2014,shopping bags,Household Goods
3390,12-02-2014,shopping bags,Household Goods
3487,22-05-2014,frozen vegetables,Frozen Foods
4373,16-05-2014,bottled water,Beverages
3348,29-10-2014,cat food,Pets
2030,29-01-2014,berries,Produce
2836,10-04-2014,shopping bags,Household Goods
3364,14-07-2014,other vegetables,Produce
3366,28-05-2014,softener,Cleaning Items
3929,01-10-2014,dish cleaner,Cleaning Items
1017,21-02-2014,root vegetables,Produce
1456,08-12-2014,shopping bags,Household Goods
3344,21-01-2014,bottled water,Beverages
4649,01-06-2014,soda,Beverages
4566,31-10-2014,red/blush wine,Alcohol
1922,01-07-2014,whipped/sour cream,Dairy
3090,19-03-2014,rolls/buns,Bakery
3383,13-11-2014,syrup,Condiments and Spices
3284,27-01-2014,oil,Condiments and Spices
3905,02-03-2014,meat spreads,Deli
3768,31-07-2014,frozen vegetables,Frozen Foods
3464,30-06-2014,chocolate,Dessert
2742,07-07-2014,UHT-milk,Dairy
2019,06-10-2014,candy,Dessert
3131,12-03-2014,soda,Beverages
3502,15-06-2014,shopping bags,Household Goods
3077,04-01-2014,domestic eggs,Dairy
1298,26-07-2014,rolls/buns,Bakery
2740,16-06-2014,whipped/sour cream,Dairy
2933,08-01-2014,seasonal products,Household Goods
4650,07-12-2014,shopping bags,Household Goods
3622,28-09-2014,cereals,Dry and Canned Foods
4526,17-12-2014,soda,Beverages
4467,12-11-2014,soda,Beverages
1302,22-11-2014,bottled water,Beverages
2322,15-02-2014,cake bar,Dessert
2212,06-08-2014,soda,Beverages
1905,31-01-2014,soups,Dry and Canned Foods
3413,27-10-2014,bottled water,Beverages
3437,11-07-2014,frozen vegetables,Frozen Foods
2758,26-05-2014,flour,Baking
3942,18-04-2014,shopping bags,Household Goods
2479,03-09-2014,brown bread,Bakery
4773,16-12-2014,bottled beer,Alcohol
4480,06-12-2014,chocolate,Dessert
2562,17-05-2014,coffee,Beverages
2069,11-12-2014,newspapers,Household Goods
4646,12-11-2014,specialty fat,Condiments and Spices
4960,28-10-2014,chewing gum,Snacks
2278,15-03-2014,hygiene articles,Personal Care
1154,15-05-2014,rolls/buns,Bakery
4536,05-11-2014,root vegetables,Produce
2982,22-10-2014,margarine,Dairy
3098,29-05-2014,sugar,Baking
1523,20-03-2014,oil,Condiments and Spices
1796,15-11-2014,rolls/buns,Bakery
2086,12-02-2014,root vegetables,Produce
1770,15-05-2014,pickled vegetables,Dry and Canned Foods
2801,17-06-2014,other vegetables,Produce
3848,16-01-2014,frozen vegetables,Frozen Foods
1682,18-01-2014,newspapers,Household Goods
1793,30-09-2014,chocolate,Dessert
4831,29-07-2014,rolls/buns,Bakery
3451,06-08-2014,yogurt,Dairy
1791,10-02-2014,bottled water,Beverages
1352,03-03-2014,bottled water,Beverages
3003,22-04-2014,shopping bags,Household Goods
2067,07-03-2014,brown bread,Bakery
2042,19-12-2014,newspapers,Household Goods
2303,30-07-2014,white wine,Alcohol
1768,22-07-2014,butter milk,Dairy
2139,03-02-2014,butter milk,Dairy
1917,10-09-2014,curd,Dairy
1418,21-06-2014,curd,Dairy
2134,17-01-2014,bottled water,Beverages
3354,14-05-2014,female sanitary products,Personal Care
4109,12-05-2014,rolls/buns,Bakery
1377,12-11-2014,tea,Beverages
4360,27-09-2014,margarine,Dairy
2590,27-08-2014,snack products,Snacks
2358,08-08-2014,berries,Produce
2191,22-10-2014,red/blush wine,Alcohol
2719,18-12-2014,root vegetables,Produce
1908,29-10-2014,canned beer,Alcohol
1410,02-11-2014,bottled water,Beverages
2815,08-05-2014,yogurt,Dairy
3304,15-11-2014,white bread,Bakery
1608,14-01-2014,ice cream,Frozen Dessert
1427,02-04-2014,red/blush wine,Alcohol
1709,22-08-2014,coffee,Beverages
1342,20-08-2014,margarine,Dairy
3593,03-11-2014,dish cleaner,Cleaning Items
1057,06-08-2014,UHT-milk,Dairy
2288,16-10-2014,fruit/vegetable juice,Produce
1922,11-07-2014,root vegetables,Produce
3166,22-06-2014,specialty bar,Snacks
3733,23-05-2014,butter,Dairy
1837,27-02-2014,long life bakery product,Bakery
2619,24-12-2014,whole milk,Dairy
1657,29-04-2014,frozen meals,Frozen Foods
3919,02-08-2014,bottled beer,Alcohol
2354,20-08-2014,Instant food products,Dry and Canned Foods
4018,23-11-2014,napkins,Household Goods
4968,11-05-2014,canned vegetables,Dry and Canned Foods
1050,15-02-2014,beverages,Beverages
1540,27-11-2014,pastry,Bakery
1101,25-12-2014,sparkling wine,Alcohol
4354,30-07-2014,grapes,Produce
2038,23-07-2014,pastry,Bakery
2853,26-10-2014,semi-finished bread,Bakery
4830,01-04-2014,ice cream,Frozen Dessert
4434,29-11-2014,chocolate,Dessert
2400,03-08-2014,white bread,Bakery
3918,20-03-2014,napkins,Household Goods
1062,26-01-2014,sauces,Condiments and Spices
1866,14-08-2014,other vegetables,Produce
3389,20-07-2014,newspapers,Household Goods
3082,21-05-2014,fruit/vegetable juice,Produce
4363,30-05-2014,coffee,Beverages
1941,29-01-2014,rolls/buns,Bakery
3932,05-07-2014,bottled beer,Alcohol
3787,03-02-2014,pasta,Dry and Canned Foods
2196,28-06-2014,sliced cheese,Dairy
1587,09-01-2014,skin care,Personal Care
4066,11-01-2014,chewing gum,Snacks
2733,05-05-2014,bottled water,Beverages
4656,19-06-2014,cat food,Pets
3107,12-12-2014,waffles,Frozen Foods
1171,03-01-2014,whipped/sour cream,Dairy
3321,19-04-2014,salty snack,Snacks
3908,27-04-2014,pastry,Bakery
2916,12-06-2014,bottled beer,Alcohol
2334,02-03-2014,rolls/buns,Bakery
1736,09-10-2014,long life bakery product,Bakery
2663,13-05-2014,bottled water,Beverages
2689,27-08-2014,curd,Dairy
1174,29-12-2014,cling film/bags,Household Goods
3194,22-10-2014,soda,Beverages
1661,29-08-2014,frozen fruits,Frozen Foods
4956,20-11-2014,pot plants,Household Goods
3668,08-11-2014,fruit/vegetable juice,Produce
3816,24-10-2014,packaged fruit/vegetables,Produce
3077,15-05-2014,curd,Dairy
2542,01-01-2014,bottled water,Beverages
1245,07-12-2014,soft cheese,Dairy
3571,02-03-2014,curd,Dairy
1427,02-12-2014,canned fish,Dry and Canned Foods
3050,11-11-2014,waffles,Frozen Foods
2550,27-02-2014,whole milk,Dairy
3524,09-05-2014,dessert,Dessert
4626,07-02-2014,pastry,Bakery
2178,14-04-2014,root vegetables,Produce
1526,21-07-2014,shopping bags,Household Goods
3075,02-09-2014,hard cheese,Dairy
1381,01-01-2014,soda,Beverages
2361,01-04-2014,whipped/sour cream,Dairy
3507,08-09-2014,UHT-milk,Dairy
1225,03-03-2014,curd,Dairy
4745,28-03-2014,bottled water,Beverages
4623,25-06-2014,frozen vegetables,Frozen Foods
2727,29-05-2014,bottled beer,Alcohol
4147,25-08-2014,napkins,Household Goods
4223,20-03-2014,frozen meals,Frozen Foods
2604,04-03-2014,butter milk,Dairy
2591,12-10-2014,root vegetables,Produce
3662,16-02-2014,bottled water,Beverages
3719,10-03-2014,rolls/buns,Bakery
2535,04-01-2014,rolls/buns,Bakery
2323,09-06-2014,napkins,Household Goods
2003,30-11-2014,baking powder,Baking
4646,30-03-2014,dishes,Household Goods
3277,31-10-2014,other vegetables,Produce
1910,20-05-2014,other vegetables,Produce
2521,22-03-2014,pastry,Bakery
4510,22-10-2014,rolls/buns,Bakery
4451,23-11-2014,fruit/vegetable juice,Produce
3539,05-09-2014,tropical fruit,Produce
3206,07-07-2014,domestic eggs,Dairy
1748,03-12-2014,root vegetables,Produce
4554,20-07-2014,napkins,Household Goods
4449,25-09-2014,brown bread,Bakery
1932,08-02-2014,cat food,Pets
4228,26-06-2014,brown bread,Bakery
1190,09-10-2014,specialty chocolate,Dessert
1814,28-06-2014,other vegetables,Produce
1815,27-06-2014,butter,Dairy
4637,28-08-2014,rolls/buns,Bakery
4712,14-12-2014,whipped/sour cream,Dairy
4539,31-03-2014,brown bread,Bakery
2388,19-11-2014,shopping bags,Household Goods
2131,22-09-2014,rolls/buns,Bakery
1422,26-02-2014,rolls/buns,Bakery
1304,06-07-2014,other vegetables,Produce
2269,26-05-2014,bottled water,Beverages
4288,20-06-2014,frozen potato products,Frozen Foods
1061,23-10-2014,dessert,Dessert
4093,07-08-2014,white bread,Bakery
4937,30-09-2014,hard cheese,Dairy
1384,28-09-2014,cling film/bags,Household Goods
3442,03-02-2014,brandy,Alcohol
1446,09-02-2014,rolls/buns,Bakery
3901,14-02-2014,whole milk,Dairy
1002,02-09-2014,other vegetables,Produce
4437,11-04-2014,specialty chocolate,Dessert
3905,05-11-2014,soda,Beverages
2956,23-10-2014,cream cheese ,Dairy
3090,23-01-2014,chewing gum,Snacks
3305,24-08-2014,shopping bags,Household Goods
2893,16-04-2014,pickled vegetables,Dry and Canned Foods
3916,22-05-2014,onions,Produce
1770,23-04-2014,whole milk,Dairy
1303,28-10-2014,pastry,Bakery
2846,26-10-2014,shopping bags,Household Goods
4143,14-01-2014,other vegetables,Produce
3166,11-08-2014,other vegetables,Produce
2679,31-08-2014,soda,Beverages
3229,16-11-2014,coffee,Beverages
4720,20-06-2014,bottled water,Beverages
3227,21-07-2014,yogurt,Dairy
2463,14-01-2014,soda,Beverages
4079,18-03-2014,curd,Dairy
4234,06-10-2014,whole milk,Dairy
4487,29-07-2014,curd,Dairy
2925,25-08-2014,salt,Condiments and Spices
2638,01-06-2014,misc. beverages,Beverages
3543,13-09-2014,processed cheese,Dairy
2763,18-05-2014,whipped/sour cream,Dairy
1331,04-06-2014,fruit/vegetable juice,Produce
4338,10-09-2014,pip fruit,Produce
3268,11-03-2014,cling film/bags,Household Goods
3985,22-06-2014,cake bar,Dessert
4659,22-01-2014,root vegetables,Produce
1838,19-06-2014,salty snack,Snacks
1652,19-06-2014,curd,Dairy
3737,01-03-2014,shopping bags,Household Goods
1886,13-09-2014,chocolate marshmallow,Dessert
4784,28-10-2014,soft cheese,Dairy
4546,18-10-2014,pickled vegetables,Dry and Canned Foods
1471,31-07-2014,butter,Dairy
4084,19-04-2014,margarine,Dairy
2040,04-10-2014,hard cheese,Dairy
1797,18-01-2014,chocolate marshmallow,Dessert
3076,22-02-2014,soda,Beverages
4975,02-10-2014,curd,Dairy
3526,07-10-2014,yogurt,Dairy
4571,25-08-2014,dessert,Dessert
3476,04-02-2014,pastry,Bakery
4398,28-08-2014,canned beer,Alcohol
3115,22-09-2014,frozen fish,Frozen Foods
2707,18-03-2014,detergent,Cleaning Items
1774,15-09-2014,syrup,Condiments and Spices
2012,08-04-2014,butter milk,Dairy
4981,26-02-2014,specialty chocolate,Dessert
4427,01-09-2014,salt,Condiments and Spices
3499,12-02-2014,sugar,Baking
3020,12-08-2014,pot plants,Household Goods
2854,15-07-2014,pip fruit,Produce
3624,05-12-2014,hard cheese,Dairy
3909,09-06-2014,yogurt,Dairy
3517,20-07-2014,chocolate marshmallow,Dessert
3499,16-08-2014,curd,Dairy
4182,17-01-2014,sliced cheese,Dairy
2379,06-01-2014,brown bread,Bakery
2074,27-08-2014,candy,Dessert
2790,03-03-2014,berries,Produce
4190,12-07-2014,shopping bags,Household Goods
4938,09-01-2014,dessert,Dessert
4984,14-06-2014,soups,Dry and Canned Foods
4589,11-09-2014,whole milk,Dairy
4932,21-03-2014,root vegetables,Produce
2751,03-11-2014,female sanitary products,Personal Care
4663,13-03-2014,domestic eggs,Dairy
1460,05-07-2014,yogurt,Dairy
4986,10-06-2014,dessert,Dessert
1310,22-11-2014,salty snack,Snacks
2161,05-04-2014,shopping bags,Household Goods
1526,18-02-2014,other vegetables,Produce
1026,18-06-2014,long life bakery product,Bakery
1041,07-07-2014,dessert,Dessert
3065,23-02-2014,yogurt,Dairy
3846,07-11-2014,whole milk,Dairy
3672,30-09-2014,root vegetables,Produce
3971,11-11-2014,whole milk,Dairy
1733,07-02-2014,butter,Dairy
4289,09-05-2014,onions,Produce
3200,09-07-2014,berries,Produce
1109,19-06-2014,whole milk,Dairy
3224,06-10-2014,soda,Beverages
2851,14-11-2014,onions,Produce
4085,30-07-2014,sliced cheese,Dairy
1654,04-06-2014,frozen dessert,Frozen Dessert
3907,05-09-2014,other vegetables,Produce
4338,21-04-2014,rice,Dry and Canned Foods
4670,28-01-2014,whole milk,Dairy
3905,06-09-2014,bottled beer,Alcohol
4443,31-01-2014,whole milk,Dairy
4667,09-04-2014,fruit/vegetable juice,Produce
4504,03-08-2014,soda,Beverages
1328,06-06-2014,bottled beer,Alcohol
1442,28-02-2014,margarine,Dairy
4269,29-06-2014,whipped/sour cream,Dairy
4722,02-12-2014,yogurt,Dairy
3151,13-10-2014,domestic eggs,Dairy
4371,06-02-2014,domestic eggs,Dairy
2068,22-08-2014,rolls/buns,Bakery
4353,09-02-2014,root vegetables,Produce
3851,08-03-2014,other vegetables,Produce
4743,15-05-2014,other vegetables,Produce
4083,15-08-2014,chocolate,Dessert
1125,12-09-2014,margarine,Dairy
2293,31-05-2014,shopping bags,Household Goods
3365,17-10-2014,butter milk,Dairy
2341,09-12-2014,soda,Beverages
3115,26-05-2014,sugar,Baking
4044,30-06-2014,other vegetables,Produce
1609,07-07-2014,butter,Dairy
1413,14-07-2014,canned beer,Alcohol
1469,28-08-2014,salty snack,Snacks
3546,09-09-2014,bottled beer,Alcohol
1752,13-04-2014,butter,Dairy
2836,20-10-2014,butter,Dairy
1244,09-07-2014,soft cheese,Dairy
4183,20-11-2014,salty snack,Snacks
1492,11-05-2014,whipped/sour cream,Dairy
2255,17-07-2014,pastry,Bakery
4525,13-11-2014,bottled beer,Alcohol
2726,17-09-2014,butter milk,Dairy
1686,15-05-2014,canned beer,Alcohol
3808,03-05-2014,other vegetables,Produce
3905,10-06-2014,root vegetables,Produce
4523,09-01-2014,domestic eggs,Dairy
1770,14-09-2014,waffles,Frozen Foods
1609,03-05-2014,fruit/vegetable juice,Produce
3678,21-06-2014,newspapers,Household Goods
4341,29-03-2014,other vegetables,Produce
2758,18-05-2014,soda,Beverages
2867,05-09-2014,salty snack,Snacks
3329,28-08-2014,yogurt,Dairy
2966,26-11-2014,long life bakery product,Bakery
4345,16-07-2014,shopping bags,Household Goods
2960,27-10-2014,fruit/vegetable juice,Produce
1247,06-08-2014,candy,Dessert
2770,29-08-2014,pip fruit,Produce
2914,10-09-2014,long life bakery product,Bakery
3802,06-08-2014,chewing gum,Snacks
2519,15-04-2014,domestic eggs,Dairy
3933,07-12-2014,shopping bags,Household Goods
4291,18-05-2014,bottled water,Beverages
3998,08-11-2014,frozen vegetables,Frozen Foods
2395,06-04-2014,margarine,Dairy
1602,17-12-2014,whipped/sour cream,Dairy
1659,01-01-2014,frozen vegetables,Frozen Foods
3904,24-09-2014,newspapers,Household Goods
1493,22-10-2014,UHT-milk,Dairy
1840,10-07-2014,brown bread,Bakery
4178,10-05-2014,domestic eggs,Dairy
2165,27-10-2014,oil,Condiments and Spices
4618,01-11-2014,other vegetables,Produce
